,F_Training_Image_Paths,B_Training_Image_Paths
312,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 36Cy 640.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 36Cy 640.jpg
313,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1180Cy 1360.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1180Cy 1360.jpg
314,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 904Cy 60.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 904Cy 60.jpg
315,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 108Cy 32.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 108Cy 32.jpg
316,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 624Cy 1284.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 624Cy 1284.jpg
317,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1864Cy 1756.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1864Cy 1756.jpg
318,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 44Cy 1008.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 44Cy 1008.jpg
319,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2808Cy 288.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2808Cy 288.jpg
320,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2820Cy 592.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2820Cy 592.jpg
321,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 436Cy 48.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 436Cy 48.jpg
322,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1288Cy 776.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1288Cy 776.jpg
323,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2416Cy 1056.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2416Cy 1056.jpg
324,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1920Cy 572.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1920Cy 572.jpg
325,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1148Cy 680.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1148Cy 680.jpg
326,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 768Cy 1068.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 768Cy 1068.jpg
327,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1168Cy 12.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1168Cy 12.jpg
328,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2528Cy 1192.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2528Cy 1192.jpg
329,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1180Cy 592.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1180Cy 592.jpg
330,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 104Cy 1204.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 104Cy 1204.jpg
331,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2852Cy 1752.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2852Cy 1752.jpg
332,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 344Cy 708.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 344Cy 708.jpg
333,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2800Cy 896.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2800Cy 896.jpg
334,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1108Cy 400.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1108Cy 400.jpg
335,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1316Cy 32.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1316Cy 32.jpg
336,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2084Cy 1508.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2084Cy 1508.jpg
337,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2488Cy 1200.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2488Cy 1200.jpg
338,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1756Cy 36.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1756Cy 36.jpg
339,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 600Cy 28.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 600Cy 28.jpg
340,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1944Cy 48.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1944Cy 48.jpg
341,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 60Cy 2172.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 60Cy 2172.jpg
342,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1160Cy 736.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1160Cy 736.jpg
343,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2828Cy 48.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2828Cy 48.jpg
344,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1792Cy 1264.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1792Cy 1264.jpg
345,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 772Cy 88.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 772Cy 88.jpg
346,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1944Cy 832.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1944Cy 832.jpg
347,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1384Cy 32.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1384Cy 32.jpg
348,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2760Cy 1612.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2760Cy 1612.jpg
349,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2080Cy 32.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2080Cy 32.jpg
350,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2692Cy 1444.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2692Cy 1444.jpg
351,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2364Cy 324.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2364Cy 324.jpg
352,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1436Cy 636.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1436Cy 636.jpg
353,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2628Cy 976.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2628Cy 976.jpg
354,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2308Cy 520.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2308Cy 520.jpg
355,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2200Cy 1208.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2200Cy 1208.jpg
356,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 912Cy 120.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 912Cy 120.jpg
357,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1468Cy 1588.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1468Cy 1588.jpg
358,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1504Cy 872.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1504Cy 872.jpg
359,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 800Cy 1152.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 800Cy 1152.jpg
360,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1588Cy 36.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1588Cy 36.jpg
361,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 216Cy 1772.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 216Cy 1772.jpg
362,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/15434 X 11 Y 15 Cx 64Cy 32.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/15434 X 11 Y 15 Cx 64Cy 32.jpg
363,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1332Cy 272.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1332Cy 272.jpg
364,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 788Cy 1640.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 788Cy 1640.jpg
365,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1456Cy 380.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1456Cy 380.jpg
366,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2192Cy 1320.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2192Cy 1320.jpg
367,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 772Cy 1564.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 772Cy 1564.jpg
368,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 484Cy 2120.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 484Cy 2120.jpg
369,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 544Cy 76.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 544Cy 76.jpg
370,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1340Cy 1448.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1340Cy 1448.jpg
371,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1504Cy 608.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1504Cy 608.jpg
372,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1784Cy 1768.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1784Cy 1768.jpg
373,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2024Cy 840.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2024Cy 840.jpg
374,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1704Cy 332.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1704Cy 332.jpg
375,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1312Cy 2140.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1312Cy 2140.jpg
376,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2424Cy 1896.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2424Cy 1896.jpg
377,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2432Cy 2184.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2432Cy 2184.jpg
378,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 816Cy 1092.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 816Cy 1092.jpg
379,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 352Cy 280.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 352Cy 280.jpg
380,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/15434 X 11 Y 15 Cx 80Cy 16.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/15434 X 11 Y 15 Cx 80Cy 16.jpg
381,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1844Cy 1008.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1844Cy 1008.jpg
382,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2860Cy 936.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2860Cy 936.jpg
383,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 704Cy 1656.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 704Cy 1656.jpg
384,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2148Cy 1308.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2148Cy 1308.jpg
385,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1456Cy 76.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1456Cy 76.jpg
386,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 864Cy 1516.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 864Cy 1516.jpg
387,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 492Cy 1860.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 492Cy 1860.jpg
388,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1680Cy 1712.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1680Cy 1712.jpg
389,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 788Cy 2096.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 788Cy 2096.jpg
390,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2320Cy 720.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2320Cy 720.jpg
391,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2456Cy 460.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2456Cy 460.jpg
392,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1696Cy 1360.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1696Cy 1360.jpg
393,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 564Cy 1784.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 564Cy 1784.jpg
394,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1084Cy 972.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1084Cy 972.jpg
395,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1108Cy 1368.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1108Cy 1368.jpg
396,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 44Cy 4.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 44Cy 4.jpg
397,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1436Cy 1056.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1436Cy 1056.jpg
398,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/15434 X 11 Y 15 Cx 44Cy 1120.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/15434 X 11 Y 15 Cx 44Cy 1120.jpg
399,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1740Cy 500.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1740Cy 500.jpg
400,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1048Cy 1608.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1048Cy 1608.jpg
401,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1184Cy 2052.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1184Cy 2052.jpg
402,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2292Cy 556.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2292Cy 556.jpg
403,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 2836Cy 976.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 2836Cy 976.jpg
404,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 2784Cy 220.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 2784Cy 220.jpg
405,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1928Cy 1588.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1928Cy 1588.jpg
406,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1020Cy 1396.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1020Cy 1396.jpg
407,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 892Cy 1496.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 892Cy 1496.jpg
408,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11519 X 17 Y 24 Cx 1400Cy 2140.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11519 X 17 Y 24 Cx 1400Cy 2140.jpg
409,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1688Cy 52.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1688Cy 52.jpg
410,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 2848Cy 1672.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 2848Cy 1672.jpg
411,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1516Cy 1512.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1516Cy 1512.jpg
412,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 168Cy 464.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 168Cy 464.jpg
413,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11518 X 10 Y 15 Cx 1932Cy 68.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11518 X 10 Y 15 Cx 1932Cy 68.jpg
414,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/15434 X 11 Y 15 Cx 88Cy 2168.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/15434 X 11 Y 15 Cx 88Cy 2168.jpg
415,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/NF 0.5/11507 X 6 Y 19 Cx 1736Cy 436.jpg,/blue/pinaki.sarder/samuelborder/Farzad_Fibrosis/B_2nd/11507 X 6 Y 19 Cx 1736Cy 436.jpg
